transaction_id,value_date,posted_at,amount,currency,dr_cr,merchant_name,reference,narrative,channel,account_type,city,keyword_hit,category_id,category_display_name
TX9964602462,2023-12-23,2023-12-25,68844.97,INR,DR,IKEA India,CARD326968,VISA IKEA INDIA MUMBAI REF CARD326968,CARD,CREDIT_CARD,Mumbai,home center,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9889835410,2023-07-19,2023-07-22,528.79,INR,DR,Jio Platforms,UPI61281891,UPI/UPI61281891 Jio Platforms@okhdfcbank broadband CHENNAI,UPI,SAVINGS,Chennai,broadband,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX3059235703,2023-06-08,2023-06-09,4284.37,INR,DR,Shell India,CARD886168,MASTERCARD SHELL INDIA JAIPUR REF CARD886168,CARD,CURRENT,Jaipur,petrol pump,FUEL,Fuel & Gas Stations
TX3342308243,2023-09-18,2023-09-20,1472.49,INR,DR,Vodafone Idea,UPI73168624,UPI/UPI73168624 Vodafone Idea@paytm telekom CHENNAI,UPI,SAVINGS,Chennai,telekom,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6523732326,2024-02-05,2024-02-05,936.89,INR,DR,Payment Gateway,CARD978131,VISA PAYMENT GATEWAY HYDERABAD REF CARD978131,CARD,SAVINGS,Hyderabad,dispute,FEES,Fees & Adjustments
TX1883384260,2023-05-17,2023-05-17,20758.25,INR,DR,GiveIndia,NB5444905,SBI NETBANK GiveIndia trust NB5444905,NETBANKING,SAVINGS,Pune,trust,CHARITY,Charity & Donations
TX7956953834,2023-02-06,2023-02-09,48012.76,INR,DR,OnePlus Experience Store,CARD273356,MASTERCARD ONEPLUS EXPERIENCE STORE KOLKATA REF CARD273356,CARD,CURRENT,Kolkata,apple store,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX7851770502,2023-11-04,2023-11-07,40285.33,INR,DR,Zerodha,NB3744692,ICICI NETBANK Zerodha fastag NB3744692,NETBANKING,SAVINGS,Kochi,fastag,FINANCIAL_SERVICES,Financial Services & Charges
TX8363776122,2023-02-24,2023-02-27,21960.13,INR,DR,Indian Railways,UPI89270039,UPI/UPI89270039 Indian Railways@ybl pnr JAIPUR,UPI,SAVINGS,Jaipur,pnr,TRAVEL,Travel – Flights & Rail
TX6934681846,2024-03-16,2024-03-18,104393.85,INR,CR,Employer Payroll,IMPS9129580,IMPS IMPS9129580 TO Employer Payroll PUNE,IMPS,CURRENT,Pune,salary,INCOME,Income & Refunds
TX9997939641,2023-09-30,2023-10-03,189861.48,INR,CR,Employer Payroll,IMPS7536923,IMPS IMPS7536923 TO Employer Payroll JAIPUR,IMPS,CURRENT,Jaipur,credit salary,INCOME,Income & Refunds
TX3414272652,2023-10-18,2023-10-20,778.92,INR,DR,Uber India,CARD263457,RUPAY UBER INDIA JAIPUR REF CARD263457,CARD,SAVINGS,Jaipur,namma metro,MOBILITY,Mobility – Ride Hailing & Transit
TX6103347355,2023-05-17,2023-05-17,597.73,INR,DR,Vodafone Idea,NB6937556,YES NETBANK Vodafone Idea mtnl NB6937556,NETBANKING,SAVINGS,Chennai,mtnl,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX2450064189,2024-02-01,2024-02-02,406.19,INR,DR,NPCI,CARD217346,RUPAY NPCI AHMEDABAD REF CARD217346,CARD,CURRENT,Ahmedabad,dispute,FEES,Fees & Adjustments
TX9411747427,2023-07-01,2023-07-03,4041.19,INR,DR,Flipkart,NB1943903,KOTAK NETBANK Flipkart azn NB1943903,NETBANKING,SAVINGS,Bengaluru,azn,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX4756709311,2023-06-22,2023-06-23,27347.64,INR,DR,Pepperfry,CARD149362,VISA PEPPERFRY DELHI REF CARD149362,CARD,CREDIT_CARD,Delhi,furnishing,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9199189310,2023-01-07,2023-01-09,53901.25,INR,DR,OnePlus Experience Store,EMI514935,EMI OnePlus Experience Store INST EMI514935,EMI,SAVINGS,Pune,electronics,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX5193104283,2024-03-14,2024-03-17,4367.62,INR,DR,Google Workspace,SUB221008,SUBSCRIPTION Google Workspace dropbox SUB221008,SUBSCRIPTION,CURRENT,Pune,dropbox,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6757906287,2023-08-16,2023-08-19,42105.95,INR,DR,Apollo Hospitals,CARD380196,RUPAY APOLLO HOSPITALS DELHI REF CARD380196,CARD,CURRENT,Delhi,clinic,HEALTH,Health & Wellness
TX8309023551,2023-08-13,2023-08-14,14376.04,INR,DR,Indian Railways,CARD262054,RUPAY INDIAN RAILWAYS CHENNAI REF CARD262054,CARD,SAVINGS,Chennai,goair,TRAVEL,Travel – Flights & Rail
TX5538287350,2023-11-25,2023-11-26,38210.79,INR,DR,Croma,NB8355173,KOTAK NETBANK Croma appliance NB8355173,NETBANKING,CREDIT_CARD,Hyderabad,appliance,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX6359770028,2023-03-02,2023-03-03,47247.35,INR,DR,Byju's,NB7753395,HDFC NETBANK Byju's khan academy NB7753395,NETBANKING,CURRENT,Chennai,khan academy,EDUCATION,Education & Learning
TX5339278287,2023-11-15,2023-11-16,152414.16,INR,CR,Employer Payroll,NEFT9631997,NEFT NEFT9631997 KOTAK CREDIT Employer Payroll reversal,NEFT,SAVINGS,Mumbai,reversal,INCOME,Income & Refunds
TX8526298106,2023-04-13,2023-04-15,1691.23,INR,DR,Vodafone Idea,UPI57490347,UPI/UPI57490347 Vodafone Idea@oksbi jio PUNE,UPI,CURRENT,Pune,jio,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX2341988952,2023-09-25,2023-09-28,23949.62,INR,DR,IKEA India,CARD890418,RUPAY IKEA INDIA CHENNAI REF CARD890418,CARD,CURRENT,Chennai,paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX2953525031,2023-08-10,2023-08-13,2855.76,INR,DR,Tata Power Delhi Distribution,AUTO804024,AUTOPAY Tata Power Delhi Distribution electric bill REF AUTO804024,AUTOPAY,CURRENT,Mumbai,electric bill,UTILITIES_POWER,Utilities – Electricity
TX9795352783,2023-06-04,2023-06-05,30149.93,INR,DR,Air India,NB7251301,KOTAK NETBANK Air India flight NB7251301,NETBANKING,CREDIT_CARD,Delhi,flight,TRAVEL,Travel – Flights & Rail
TX9944145236,2023-08-30,2023-08-30,22518.24,INR,DR,Coursera,NB5528330,SBI NETBANK Coursera vedantu NB5528330,NETBANKING,CURRENT,Kolkata,vedantu,EDUCATION,Education & Learning
TX7419561688,2023-07-23,2023-07-23,35291.19,INR,DR,PharmEasy,CARD973463,MASTERCARD PHARMEASY BENGALURU REF CARD973463,CARD,CURRENT,Bengaluru,medicine,HEALTH,Health & Wellness
TX1095864023,2023-04-13,2023-04-14,1046.77,INR,DR,Card Network,CARD860028,RUPAY CARD NETWORK JAIPUR REF CARD860028,CARD,SAVINGS,Jaipur,convenience fee,FEES,Fees & Adjustments
TX4365718547,2023-07-21,2023-07-23,750.50,INR,DR,Rapido,UPI60147830,UPI/UPI60147830 Rapido@oksbi uber PUNE,UPI,SAVINGS,Pune,uber,MOBILITY,Mobility – Ride Hailing & Transit
TX7619362961,2023-09-27,2023-09-30,87232.00,INR,DR,Asian Paints,NB7736688,ICICI NETBANK Asian Paints urban ladder NB7736688,NETBANKING,SAVINGS,Mumbai,urban ladder,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX4565966084,2024-02-08,2024-02-09,1436.32,INR,DR,Uber India,CARD685991,AMEX UBER INDIA AHMEDABAD REF CARD685991,CARD,SAVINGS,Ahmedabad,indrive,MOBILITY,Mobility – Ride Hailing & Transit
TX9195436162,2024-01-19,2024-01-19,44985.79,INR,DR,IndiGo,CARD642399,MASTERCARD INDIGO JAIPUR REF CARD642399,CARD,SAVINGS,Jaipur,ticket booking,TRAVEL,Travel – Flights & Rail
TX5620309051,2023-03-06,2023-03-09,1930.64,INR,DR,Tata Power Delhi Distribution,AUTO871139,AUTOPAY Tata Power Delhi Distribution mgvcl REF AUTO871139,AUTOPAY,SAVINGS,Chennai,mgvcl,UTILITIES_POWER,Utilities – Electricity
TX2930273156,2023-12-04,2023-12-05,1100.53,INR,DR,Uber India,CARD169309,VISA UBER INDIA MUMBAI REF CARD169309,CARD,SAVINGS,Mumbai,mumbai metro,MOBILITY,Mobility – Ride Hailing & Transit
TX7342983913,2023-10-08,2023-10-11,63841.42,INR,DR,Groww,NEFT4218669,NEFT NEFT4218669 SBI CREDIT Groww sbi life,NEFT,CREDIT_CARD,Kolkata,sbi life,FINANCIAL_SERVICES,Financial Services & Charges
TX1659460041,2023-10-06,2023-10-08,38340.15,INR,DR,Coursera,AUTO287560,AUTOPAY Coursera vedantu REF AUTO287560,AUTOPAY,CREDIT_CARD,Pune,vedantu,EDUCATION,Education & Learning
TX6772453247,2023-03-20,2023-03-22,48526.02,INR,DR,MakeMyTrip,CARD685378,VISA MAKEMYTRIP BENGALURU REF CARD685378,CARD,CURRENT,Bengaluru,goair,TRAVEL,Travel – Flights & Rail
TX3991868570,2023-04-19,2023-04-22,38736.15,INR,DR,OnePlus Experience Store,CARD469662,VISA ONEPLUS EXPERIENCE STORE HYDERABAD REF CARD469662,CARD,CREDIT_CARD,Hyderabad,gadget,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX9724323323,2023-04-24,2023-04-25,1032.91,INR,DR,McDonald's,POS176408,POS PUNE MCDONALD'S REF POS176408,POS,SAVINGS,Pune,starbucks,DINING,Dining & Food Delivery
TX9907243850,2023-09-17,2023-09-19,13471.65,INR,DR,Groww,CARD983930,VISA GROWW PUNE REF CARD983930,CARD,SAVINGS,Pune,platform fee,FINANCIAL_SERVICES,Financial Services & Charges
TX5165003725,2023-02-24,2023-02-25,801.50,INR,DR,Jio Platforms,AUTO584941,AUTOPAY Jio Platforms vi REF AUTO584941,AUTOPAY,CURRENT,Delhi,vi,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX5771732604,2023-03-01,2023-03-04,56870.44,INR,DR,LIC of India,NEFT8113868,NEFT NEFT8113868 YES CREDIT LIC of India service charge,NEFT,CURRENT,Mumbai,service charge,FINANCIAL_SERVICES,Financial Services & Charges
TX5349682993,2024-04-17,2024-04-18,1411.48,INR,DR,Card Network,CARD357031,VISA CARD NETWORK AHMEDABAD REF CARD357031,CARD,CURRENT,Ahmedabad,service charge,FEES,Fees & Adjustments
TX8023891839,2023-09-04,2023-09-05,33410.80,INR,DR,PharmEasy,CARD204724,RUPAY PHARMEASY MUMBAI REF CARD204724,CARD,SAVINGS,Mumbai,fortis,HEALTH,Health & Wellness
TX2477916351,2023-11-25,2023-11-27,1482.88,INR,DR,FASTag Issuer,NB5652701,ICICI NETBANK FASTag Issuer fastag NB5652701,NETBANKING,CURRENT,Delhi,fastag,FEES,Fees & Adjustments
TX7017645352,2023-10-11,2023-10-12,1700.54,INR,DR,McDonald's,UPI89365073,UPI/UPI89365073 McDonald's@ibl burger king DELHI,UPI,CURRENT,Delhi,burger king,DINING,Dining & Food Delivery
TX6116041082,2024-01-24,2024-01-27,68037.94,INR,DR,LIC of India,NEFT4663294,NEFT NEFT4663294 SBI CREDIT LIC of India hdfc life,NEFT,SAVINGS,Kolkata,hdfc life,FINANCIAL_SERVICES,Financial Services & Charges
TX3176656368,2024-03-13,2024-03-15,16450.87,INR,DR,Fortis Healthcare,NB9825434,SBI NETBANK Fortis Healthcare diagnostic NB9825434,NETBANKING,SAVINGS,Delhi,diagnostic,HEALTH,Health & Wellness
TX2742561117,2023-02-02,2023-02-05,686.84,INR,DR,Mahanagar Gas Limited,AUTO566846,AUTOPAY Mahanagar Gas Limited jal board REF AUTO566846,AUTOPAY,CREDIT_CARD,Hyderabad,jal board,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX4593343221,2024-04-04,2024-04-06,9660.52,INR,DR,GiveIndia,NB2587503,ICICI NETBANK GiveIndia ketto NB2587503,NETBANKING,CURRENT,Mumbai,ketto,CHARITY,Charity & Donations
TX2377223748,2023-01-12,2023-01-13,1535.91,INR,DR,FASTag Issuer,NB7824181,YES NETBANK FASTag Issuer platform fee NB7824181,NETBANKING,CREDIT_CARD,Kochi,platform fee,FEES,Fees & Adjustments
TX1263597207,2023-05-23,2023-05-23,1748.07,INR,DR,Delhi Metro Rail Corporation,UPI85224782,UPI/UPI85224782 Delhi Metro Rail Corporation@okhdfcbank indrive MUMBAI,UPI,CURRENT,Mumbai,indrive,MOBILITY,Mobility – Ride Hailing & Transit
TX3097324623,2024-01-03,2024-01-04,37867.73,INR,DR,Croma,NB2789479,AXIS NETBANK Croma gadget NB2789479,NETBANKING,CREDIT_CARD,Kochi,gadget,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX5721345693,2024-01-29,2024-01-31,31756.22,INR,DR,Groww,NEFT4152633,NEFT NEFT4152633 ICICI CREDIT Groww chargeback,NEFT,CREDIT_CARD,Chennai,chargeback,FINANCIAL_SERVICES,Financial Services & Charges
TX9738458377,2023-10-06,2023-10-08,58102.62,INR,DR,Reliance Digital,NB4915813,HDFC NETBANK Reliance Digital mi store NB4915813,NETBANKING,SAVINGS,Kolkata,mi store,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX4165152469,2023-06-19,2023-06-22,6214.16,INR,DR,Akshaya Patra Foundation,UPI90719078,UPI/UPI90719078 Akshaya Patra Foundation@ybl foundation AHMEDABAD,UPI,CURRENT,Ahmedabad,foundation,CHARITY,Charity & Donations
TX8444524805,2024-02-12,2024-02-14,55211.56,INR,DR,Urban Ladder,CARD417303,RUPAY URBAN LADDER AHMEDABAD REF CARD417303,CARD,CURRENT,Ahmedabad,hardware,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX2413552061,2024-03-18,2024-03-19,3280.05,INR,DR,Disney+ Hotstar,UPI13937336,UPI/UPI13937336 Disney+ Hotstar@paytm playstation HYDERABAD,UPI,CREDIT_CARD,Hyderabad,playstation,ENTERTAINMENT,Entertainment & Media
TX8173032902,2023-06-18,2023-06-20,20287.09,INR,DR,Apollo Hospitals,NB3058854,KOTAK NETBANK Apollo Hospitals lab test NB3058854,NETBANKING,CREDIT_CARD,Kochi,lab test,HEALTH,Health & Wellness
TX6405740885,2023-08-30,2023-08-30,4071.65,INR,DR,Myntra,NB2352563,YES NETBANK Myntra marketplace NB2352563,NETBANKING,SAVINGS,Kochi,marketplace,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX4042816290,2023-06-14,2023-06-17,29551.98,INR,DR,Local Schools,UPI13160139,UPI/UPI13160139 Local Schools@ibl khan academy BENGALURU,UPI,CREDIT_CARD,Bengaluru,khan academy,EDUCATION,Education & Learning
TX9646551670,2023-10-30,2023-10-31,2386.53,INR,DR,BigBasket,CARD670014,MASTERCARD BIGBASKET MUMBAI REF CARD670014,CARD,CREDIT_CARD,Mumbai,bigbasket,GROCERIES,Groceries & Daily Essentials
TX3560883948,2024-03-29,2024-03-31,716.34,INR,DR,Delhi Metro Rail Corporation,CARD882125,MASTERCARD DELHI METRO RAIL CORPORATION BENGALURU REF CARD882125,CARD,SAVINGS,Bengaluru,indrive,MOBILITY,Mobility – Ride Hailing & Transit
TX9379448397,2023-07-10,2023-07-12,19133.63,INR,DR,Apple Store,NB6784473,ICICI NETBANK Apple Store samsung NB6784473,NETBANKING,CREDIT_CARD,Bengaluru,samsung,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX1490417827,2023-06-05,2023-06-07,12404.13,INR,DR,Google Workspace,UPI91894402,UPI/UPI91894402 Google Workspace@okhdfcbank auto debit AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,auto debit,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6750233277,2024-04-21,2024-04-23,635.57,INR,DR,Rapido,CARD681964,MASTERCARD RAPIDO DELHI REF CARD681964,CARD,CURRENT,Delhi,transit,MOBILITY,Mobility – Ride Hailing & Transit
TX6624778884,2023-01-19,2023-01-22,3054.70,INR,DR,Bharat Petroleum,POS979902,POS CHENNAI BHARAT PETROLEUM REF POS979902,POS,CURRENT,Chennai,petrol,FUEL,Fuel & Gas Stations
TX7133373833,2024-03-23,2024-03-26,2082.74,INR,DR,Adani Electricity Mumbai,AUTO583635,AUTOPAY Adani Electricity Mumbai power bill REF AUTO583635,AUTOPAY,CURRENT,Ahmedabad,power bill,UTILITIES_POWER,Utilities – Electricity
TX9036988105,2023-06-04,2023-06-07,910.04,INR,DR,Adani Electricity Mumbai,AUTO774577,AUTOPAY Adani Electricity Mumbai bses REF AUTO774577,AUTOPAY,CREDIT_CARD,Kolkata,bses,UTILITIES_POWER,Utilities – Electricity
TX9422953658,2024-01-26,2024-01-26,31842.70,INR,DR,Indian Railways,UPI69450764,UPI/UPI69450764 Indian Railways@okhdfcbank goair AHMEDABAD,UPI,CURRENT,Ahmedabad,goair,TRAVEL,Travel – Flights & Rail
TX8695964992,2023-02-23,2023-02-24,1329.42,INR,DR,Rapido,UPI73345849,UPI/UPI73345849 Rapido@upi taxi KOLKATA,UPI,CREDIT_CARD,Kolkata,taxi,MOBILITY,Mobility – Ride Hailing & Transit
TX4345907036,2024-03-11,2024-03-11,12629.01,INR,DR,Adobe Creative Cloud,CARD175800,RUPAY ADOBE CREATIVE CLOUD PUNE REF CARD175800,CARD,CURRENT,Pune,aws,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4011234242,2024-04-04,2024-04-07,57572.24,INR,DR,Byju's,UPI95912858,UPI/UPI95912858 Byju's@ybl unacademy PUNE,UPI,CURRENT,Pune,unacademy,EDUCATION,Education & Learning
TX9978415537,2023-07-05,2023-07-08,49105.88,INR,DR,Unacademy,NB9217684,SBI NETBANK Unacademy byju's NB9217684,NETBANKING,CREDIT_CARD,Jaipur,byju's,EDUCATION,Education & Learning
TX9472495080,2024-01-28,2024-01-31,7956.17,INR,DR,Google Workspace,UPI23246776,UPI/UPI23246776 Google Workspace@okhdfcbank google workspace DELHI,UPI,CURRENT,Delhi,google workspace,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX3913061171,2023-03-21,2023-03-23,45023.99,INR,DR,Groww,NEFT9832542,NEFT NEFT9832542 AXIS CREDIT Groww sip,NEFT,CREDIT_CARD,Ahmedabad,sip,FINANCIAL_SERVICES,Financial Services & Charges
TX1468406738,2023-04-16,2023-04-19,15366.12,INR,DR,Ketto,NB8326880,ICICI NETBANK Ketto relief fund NB8326880,NETBANKING,SAVINGS,Kochi,relief fund,CHARITY,Charity & Donations
TX4925661344,2023-01-26,2023-01-26,2604.99,INR,DR,Nature's Basket,CARD572910,RUPAY NATURE'S BASKET CHENNAI REF CARD572910,CARD,CURRENT,Chennai,fresh2home,GROCERIES,Groceries & Daily Essentials
TX5852187833,2023-06-16,2023-06-17,3136.65,INR,DR,Adobe Creative Cloud,CARD148641,RUPAY ADOBE CREATIVE CLOUD HYDERABAD REF CARD148641,CARD,CURRENT,Hyderabad,subscription,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX2676202564,2023-06-23,2023-06-26,1263.13,INR,DR,Indraprastha Gas Limited,AUTO222977,AUTOPAY Indraprastha Gas Limited water board REF AUTO222977,AUTOPAY,SAVINGS,Delhi,water board,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX8371587097,2023-03-01,2023-03-01,1011.19,INR,DR,Mahanagar Gas Limited,NB9314989,ICICI NETBANK Mahanagar Gas Limited png NB9314989,NETBANKING,CREDIT_CARD,Delhi,png,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX6517572692,2023-07-13,2023-07-14,11490.60,INR,DR,Adobe Creative Cloud,SUB665809,SUBSCRIPTION Adobe Creative Cloud subscription SUB665809,SUBSCRIPTION,CURRENT,Kochi,subscription,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX1203342872,2023-11-16,2023-11-17,1300.89,INR,DR,ACT Fibernet,UPI31977373,UPI/UPI31977373 ACT Fibernet@upi hathway HYDERABAD,UPI,SAVINGS,Hyderabad,hathway,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX7228863052,2023-07-10,2023-07-13,135935.08,INR,CR,Corporate Expense Desk,NEFT3132733,NEFT NEFT3132733 YES CREDIT Corporate Expense Desk refund,NEFT,CURRENT,Mumbai,refund,INCOME,Income & Refunds
TX6631920369,2024-04-07,2024-04-08,924.96,INR,DR,Uber India,CARD846106,RUPAY UBER INDIA DELHI REF CARD846106,CARD,CURRENT,Delhi,namma metro,MOBILITY,Mobility – Ride Hailing & Transit
TX3614868705,2023-05-03,2023-05-03,16930.58,INR,DR,GiveIndia,NB1662168,AXIS NETBANK GiveIndia ketto NB1662168,NETBANKING,CREDIT_CARD,Kolkata,ketto,CHARITY,Charity & Donations
TX8123999020,2023-01-02,2023-01-03,725.69,INR,DR,Netflix,UPI60855120,UPI/UPI60855120 Netflix@paytm bookmyshow AHMEDABAD,UPI,SAVINGS,Ahmedabad,bookmyshow,ENTERTAINMENT,Entertainment & Media
TX5023114709,2024-01-29,2024-02-01,2674.69,INR,DR,Myntra,CARD503735,MASTERCARD MYNTRA KOLKATA REF CARD503735,CARD,SAVINGS,Kolkata,nykaa,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX3283800623,2023-11-28,2023-11-29,2050.00,INR,DR,Disney+ Hotstar,SUB716720,SUBSCRIPTION Disney+ Hotstar hotstar SUB716720,SUBSCRIPTION,CURRENT,Kochi,hotstar,ENTERTAINMENT,Entertainment & Media
TX4058990000,2023-04-24,2023-04-26,3215.81,INR,DR,Google Workspace,CARD841510,VISA GOOGLE WORKSPACE BENGALURU REF CARD841510,CARD,CURRENT,Bengaluru,microsoft,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX1236602989,2023-11-22,2023-11-25,724.65,INR,DR,Indraprastha Gas Limited,NB7132715,AXIS NETBANK Indraprastha Gas Limited mnng NB7132715,NETBANKING,CURRENT,Hyderabad,mnng,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX4182302782,2023-04-10,2023-04-12,1907.13,INR,DR,NPCI,NB6814010,SBI NETBANK NPCI dispute NB6814010,NETBANKING,SAVINGS,Ahmedabad,dispute,FEES,Fees & Adjustments
TX2251919957,2023-12-17,2023-12-17,18809.17,INR,DR,MakeMyTrip,NB7545042,ICICI NETBANK MakeMyTrip airline NB7545042,NETBANKING,SAVINGS,Delhi,airline,TRAVEL,Travel – Flights & Rail
TX1465977006,2023-06-02,2023-06-03,1764.03,INR,DR,Swiggy,UPI24315294,UPI/UPI24315294 Swiggy@ybl cafe PUNE,UPI,SAVINGS,Pune,cafe,DINING,Dining & Food Delivery
TX3845442331,2024-02-04,2024-02-05,892.45,INR,DR,ACT Fibernet,AUTO605286,AUTOPAY ACT Fibernet jio REF AUTO605286,AUTOPAY,CREDIT_CARD,Bengaluru,jio,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX3036812275,2023-10-25,2023-10-28,24070.68,INR,DR,IKEA India,NB1746000,AXIS NETBANK IKEA India paints NB1746000,NETBANKING,CREDIT_CARD,Ahmedabad,paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX4971156881,2023-05-19,2023-05-20,40991.14,INR,DR,Indian Railways,NB8671368,ICICI NETBANK Indian Railways air india NB8671368,NETBANKING,CURRENT,Jaipur,air india,TRAVEL,Travel – Flights & Rail
TX9523883519,2023-06-29,2023-06-30,6676.31,INR,DR,Microsoft 365,UPI33949477,UPI/UPI33949477 Microsoft 365@ybl microsoft AHMEDABAD,UPI,CURRENT,Ahmedabad,microsoft,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6675407458,2023-05-04,2023-05-06,1539.21,INR,DR,Zomato,UPI51402198,UPI/UPI51402198 Zomato@oksbi kfc AHMEDABAD,UPI,CURRENT,Ahmedabad,kfc,DINING,Dining & Food Delivery
TX7715562958,2023-09-03,2023-09-04,1373.10,INR,DR,Mahanagar Gas Limited,AUTO815095,AUTOPAY Mahanagar Gas Limited gail gas REF AUTO815095,AUTOPAY,SAVINGS,Hyderabad,gail gas,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX9573800976,2024-03-05,2024-03-05,47745.79,INR,DR,Local Schools,AUTO878156,AUTOPAY Local Schools vedantu REF AUTO878156,AUTOPAY,CURRENT,Bengaluru,vedantu,EDUCATION,Education & Learning
TX5939360780,2023-03-07,2023-03-08,22660.34,INR,DR,Unacademy,AUTO321439,AUTOPAY Unacademy byjus REF AUTO321439,AUTOPAY,SAVINGS,Kolkata,byjus,EDUCATION,Education & Learning
TX2207581693,2023-07-02,2023-07-03,35550.86,INR,DR,IKEA India,NB7147935,YES NETBANK IKEA India hardware NB7147935,NETBANKING,CREDIT_CARD,Mumbai,hardware,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9688070098,2024-01-06,2024-01-07,2828.66,INR,DR,BSES Rajdhani Power,AUTO782616,AUTOPAY BSES Rajdhani Power pspcl REF AUTO782616,AUTOPAY,CURRENT,Chennai,pspcl,UTILITIES_POWER,Utilities – Electricity
TX5670139063,2023-01-04,2023-01-05,2272.21,INR,DR,Indian Oil Corporation,CARD502657,MASTERCARD INDIAN OIL CORPORATION AHMEDABAD REF CARD502657,CARD,SAVINGS,Ahmedabad,hpcl,FUEL,Fuel & Gas Stations
TX5506922017,2023-11-25,2023-11-25,3053.12,INR,DR,Reliance Fresh,CARD563527,MASTERCARD RELIANCE FRESH MUMBAI REF CARD563527,CARD,CREDIT_CARD,Mumbai,spar,GROCERIES,Groceries & Daily Essentials
TX7332981666,2023-03-17,2023-03-18,3801.22,INR,DR,Sony LIV,CARD897058,AMEX SONY LIV KOCHI REF CARD897058,CARD,CURRENT,Kochi,ott,ENTERTAINMENT,Entertainment & Media
TX4462713950,2024-04-29,2024-05-02,9713.45,INR,DR,Apollo Hospitals,UPI35609447,UPI/UPI35609447 Apollo Hospitals@ybl practo CHENNAI,UPI,CURRENT,Chennai,practo,HEALTH,Health & Wellness
TX8873542054,2023-02-24,2023-02-26,27246.85,INR,DR,OnePlus Experience Store,NB8727441,AXIS NETBANK OnePlus Experience Store reliance digital NB8727441,NETBANKING,SAVINGS,Pune,reliance digital,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX2062788331,2023-04-10,2023-04-10,6812.37,INR,DR,Flipkart,NB3105795,KOTAK NETBANK Flipkart amazon NB3105795,NETBANKING,SAVINGS,Jaipur,amazon,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX6102434905,2023-11-12,2023-11-15,45077.90,INR,DR,IndiGo,UPI95711722,UPI/UPI95711722 IndiGo@oksbi goibibo HYDERABAD,UPI,CURRENT,Hyderabad,goibibo,TRAVEL,Travel – Flights & Rail
TX1881785965,2024-02-23,2024-02-25,1009.17,INR,DR,Indraprastha Gas Limited,NB1146322,YES NETBANK Indraprastha Gas Limited png NB1146322,NETBANKING,SAVINGS,Pune,png,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX2249519016,2023-07-17,2023-07-17,1483.42,INR,DR,Card Network,CARD428628,MASTERCARD CARD NETWORK HYDERABAD REF CARD428628,CARD,CURRENT,Hyderabad,processing fee,FEES,Fees & Adjustments
TX5356976460,2023-12-09,2023-12-09,663.53,INR,DR,Sony LIV,SUB515595,SUBSCRIPTION Sony LIV disney SUB515595,SUBSCRIPTION,SAVINGS,Delhi,disney,ENTERTAINMENT,Entertainment & Media
TX8812341124,2023-08-17,2023-08-19,166166.42,INR,CR,Corporate Expense Desk,IMPS5454962,IMPS IMPS5454962 TO Corporate Expense Desk AHMEDABAD,IMPS,SAVINGS,Ahmedabad,credit salary,INCOME,Income & Refunds
